203.72676,193.7483,297.6906,577.0872,650.2626,662.7356,716.7858,1066.863,1117.587,1158.332,1153.343,844.8424,1221.529,1189.931,1167.479,1151.68,1121.7444,1104.2824,1083.494,1045.243,1026.9492
1408.625,1394.489,1378.6896,1364.5532,1344.597,1319.6508,1290.5468,1268.927,1250.633,1240.6544,1238.16,1212.382,1188.268,1156.669,1134.2176,1105.114,1076.8416,1056.8844,1035.265,1017.8024,1007.8238
1411.9512,1397.815,1384.5104,1371.2056,1354.5752,1327.966,1300.525,1283.894,1266.4324,1249.8016,1237.3284,1214.045,1186.6048,1157.5008,1133.386,1105.114,1077.673,1060.2108,1038.591,1020.297,1011.15
1453.528,1436.0656,1421.0984,1406.962,1379.521,1363.722,1332.1236,1293.8728,1292.2096,1267.264,1251.4644,1219.0344,1203.235,1166.6476,1140.0384,1114.261,1090.9776,1070.189,1053.5584,1035.265,1023.6232
1456.854,1443.5496,1438.56,1431.9084,1419.435,1393.6576,1342.102,1324.64,1317.156,1313.83,1326.303,1311.335,1283.0628,1263.106,1255.6224,1246.4752,1258.117,1386.1736,1461.012,1456.854,1562.4596
1416.9408,1416.109,1478.4744,1503.4208,1621.4988,1631.477,1377.858,1312.998,1319.6508,1324.64,1471.822,1676.38,1549.155,1582.4168,1819.405,2003.1744,2164.493,2958.612,3050.912,2702.498,2489.624
1416.109,1419.435,1535.0188,1579.0904,1728.7672,1688.0216,1299.6936,1255.6224,1248.97,1623.162,1899.2324,1638.961,1415.2776,1558.302,1865.1392,2270.098,2936.161,3097.479,2905.393,2350.757,2303.36
1369.5428,1369.5428,1495.9368,1557.4704,1694.674,1664.739,1382.016,1231.5076,1214.8768,1253.959,1500.0944,1545.829,1427.7508,1429.414,1633.972,2127.906,2810.598,3010.998,3052.576,2580.262,2302.529
1359.564,1371.2056,1513.399,1579.0904,1723.778,1693.011,1290.5468,1229.8444,1224.855,1456.854,1638.1296,1571.6068,1491.779,1533.3556,1885.928,2257.625,3067.543,3326.983,3193.937,2497.108,2373.209
1495.9368,1550.818,1624.825,1621.4988,1637.298,1617.341,1426.0876,1368.711,1347.0916,1354.5752,1433.5716,1583.248,1466.001,1445.2124,1583.248,1595.721,1737.0828,1897.5696,1862.6448,1636.4664,1471.822
1441.8864,1425.256,1424.4244,1411.12,1422.7616,1403.636,1329.629,1316.3244,1350.4176,1472.6536,1621.4988,1609.857,1526.7032,1435.2348,1447.707,1435.2348,1454.3596,1485.1268,1501.7576,1445.2124,1463.5064
1357.901,1359.564,1461.012,1503.4208,1569.112,1542.5024,1298.862,1248.97,1242.3176,1256.454,1382.8472,1609.0256,1575.7644,1580.7536,1555.8072,1791.964,2186.945,2331.632,2358.242,2138.715,2098.801
1356.2384,1354.5752,1485.1268,1532.524,1600.71,1564.1228,1257.2852,1193.257,1173.3,1264.769,1492.6104,1447.707,1402.8044,1362.8904,1487.6212,1793.627,2401.481,2744.907,2737.422,2277.582,2312.507
1243.149,1239.823,1330.4608,1436.0656,1558.302,1553.3128,1299.6936,1115.924,1106.777,1107.6084,1421.0984,1521.714,1297.199,1310.5036,1467.6644,2119.59,2820.577,2953.622,2990.21,2512.908,2364.062
1237.3284,1237.3284,1372.869,1416.109,1528.3664,1529.198,1168.3108,1093.4724,1085.9884,1220.6976,1459.349,1373.7004,1269.7584,1303.0196,1419.435,2000.68,2991.041,2959.443,2794.798,2240.9948,1748.7244
1415.2776,1385.342,1578.259,1712.1364,1908.3796,1974.9024,1646.445,1399.478,1387.8368,1399.478,1788.638,2364.062,1476.811,1354.5752,1503.4208,1949.956,2895.414,3107.457,2952.79,2425.596,1771.1756
1490.116,1587.406,1588.2376,1550.818,1555.8072,1520.051,1400.3096,1343.7652,1312.1668,1339.6076,1485.1268,1501.7576,1362.8904,1302.188,1324.64,1348.7548,1559.965,1796.122,1839.3616,1727.9356,1694.674
1404.4676,1372.869,1347.0916,1327.1344,1319.6508,1301.3568,1264.769,1222.3604,1211.5504,1199.909,1208.2244,1267.264,1312.998,1332.1236,1292.2096,1266.4324,1239.823,1238.16,1248.1384,1234.8336,1199.0772
1429.414,1447.707,1495.9368,1491.779,1447.707,1362.8904,1315.493,1313.83,1317.156,1346.26,1476.811,1613.1832,1658.918,1666.402,1645.6136,1617.341,1589.9008,1603.205,1599.047,1584.9112,1557.4704
1402.8044,1411.12,1431.077,1457.6856,1456.0224,1419.435,1396.152,1432.74,1490.116,1462.675,1416.9408,1370.374,1299.6936,1311.335,1389.4996,1461.012,1512.5676,1552.481,1557.4704,1551.6496,1559.965
