2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893
3.001191,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893
2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,3.001191
3.001191,3.001191,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893
2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,3.001191,3.001191
3.751488,3.001191,3.001191,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,1.5005952
1.5005952,1.5005952,1.5005952,1.5005952,2.250893,2.250893,2.250893,2.250893,2.250893,2.250893,3.001191,3.001191
3.001191,3.001191,2.250893,2.250893,2.250893,2.250893,2.250893,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952
1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,2.250893,2.250893,2.250893,3.001191
3.001191,3.001191,2.250893,2.250893,2.250893,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952
1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,2.250893,2.250893,2.250893
3.001191,2.250893,2.250893,2.250893,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952,1.5005952
